login,total_mr,accepted_mr,rejected_mr,acceptance_rate,group
testWeb010,1,1.0,0.0,100.0,Agent
JustinTong0323,1,1.0,0.0,100.0,Agent
hpal1614,4,4.0,0.0,100.0,Agent
youtaya,3,3.0,0.0,100.0,Agent
cloudresponse,1,1.0,0.0,100.0,Agent
Karthick999999,1,1.0,0.0,100.0,Agent
navyasreenakka14,1,1.0,0.0,100.0,Agent
martinsantos,1,1.0,0.0,100.0,Agent
watermint,3,3.0,0.0,100.0,Agent
MohammadJazayeri,2,2.0,0.0,100.0,Agent
ruyam-07,4,4.0,0.0,100.0,Agent
sommdigi,2,2.0,0.0,100.0,Agent
jesudianch,2,2.0,0.0,100.0,Agent
jetjeton26,1,1.0,0.0,100.0,Agent
pradhyumangoswami,2,2.0,0.0,100.0,Agent
TPE1314,2,2.0,0.0,100.0,Agent
KushwahaDK,7,7.0,0.0,100.0,Agent
catalinpit,1,1.0,0.0,100.0,Agent
gadamsatti,3,3.0,0.0,100.0,Agent
lprhodes,2,2.0,0.0,100.0,Agent
dev3point-cpu,1,1.0,0.0,100.0,Agent
AkshatMadhani,1,0.0,1.0,0.0,Agent
Sureshsangeetha,1,1.0,0.0,100.0,Agent
pramahosting,1,0.0,1.0,0.0,Agent
callmedanieldaniel,2,2.0,0.0,100.0,Agent
themanforfree,1,0.0,1.0,0.0,Agent
HyangDan2,2,2.0,0.0,100.0,Agent
dan4o99,1,1.0,0.0,100.0,Agent
RVP97,5,5.0,0.0,100.0,Agent
pravtalk,3,3.0,0.0,100.0,Agent
ImamAriadi2022,12,11.0,1.0,91.67,Agent
kushal9963,1,1.0,0.0,100.0,Agent
hetmmehta,1,1.0,0.0,100.0,Agent
LZong-tw,3,3.0,0.0,100.0,Agent
JAManfredi,1,1.0,0.0,100.0,Agent
valclmb,1,1.0,0.0,100.0,Agent
kapilthakare-cyberpunk,1,1.0,0.0,100.0,Agent
Georgeamir1,3,3.0,0.0,100.0,Agent
Aman2-001,1,1.0,0.0,100.0,Agent
buyan-kh,3,3.0,0.0,100.0,Agent
lollipop-onl,6,5.0,1.0,83.33,Agent
jhonatanrojas,1,1.0,0.0,100.0,Agent
keyurITworkspace,1,1.0,0.0,100.0,Agent
spirttomb,2,2.0,0.0,100.0,Agent
dnlaldrn,1,1.0,0.0,100.0,Agent
corsacca,1,1.0,0.0,100.0,Agent
Chrisphyne,1,1.0,0.0,100.0,Agent
Fidelrock,1,1.0,0.0,100.0,Agent
Eeshan-Vaghjiani,3,3.0,0.0,100.0,Agent
violetyyy,1,1.0,0.0,100.0,Agent
explorboy,1,1.0,0.0,100.0,Agent
BK1031,1,0.0,1.0,0.0,Agent
svstoyanov,1,1.0,0.0,100.0,Agent
KunalSingh19,5,5.0,0.0,100.0,Agent
ViNN280801,1,0.0,1.0,0.0,Agent
osm1us,1,0.0,1.0,0.0,Agent
H3R9,1,1.0,0.0,100.0,Agent
kongshine,2,1.0,1.0,50.0,Agent
saurabhk1624,1,1.0,0.0,100.0,Agent
Vladic20,1,1.0,0.0,100.0,Agent
nullpointee,1,1.0,0.0,100.0,Agent
Zohair-coder,1,1.0,0.0,100.0,Agent
Camfenris,1,1.0,0.0,100.0,Agent
enislipovicaa,1,1.0,0.0,100.0,Agent
Ashlo,1,0.0,1.0,0.0,Agent
Hormold,1,1.0,0.0,100.0,Agent
RamonaPrower,1,1.0,0.0,100.0,Agent
WolfSoko,1,1.0,0.0,100.0,Agent
troydai,2,2.0,0.0,100.0,Agent
manojdeveloper1999,1,1.0,0.0,100.0,Agent
gurumurthyramakrishna,1,1.0,0.0,100.0,Agent
tobiasz-gleba,1,1.0,0.0,100.0,Agent
choiprogram,1,0.0,1.0,0.0,Agent
traponion,4,4.0,0.0,100.0,Agent
yusuke-sato-engineers-hub-ltd,7,6.0,1.0,85.71,Agent
yukihito-jokyu,1,1.0,0.0,100.0,Agent
lsj5031,1,0.0,1.0,0.0,Agent
primeinc,4,2.0,2.0,50.0,Agent
intellectronica,1,1.0,0.0,100.0,Agent
gs223gs,4,1.0,3.0,25.0,Agent
ohdearquant,1,0.0,1.0,0.0,Agent
Kurogoma4D,1,1.0,0.0,100.0,Agent
mssoftjp,2,2.0,0.0,100.0,Agent
zancas,1,0.0,1.0,0.0,Agent
shawn-sandy,3,3.0,0.0,100.0,Agent
9c5s,3,3.0,0.0,100.0,Agent
ModerRAS,1,1.0,0.0,100.0,Agent
nickskalkin,1,1.0,0.0,100.0,Agent
taras,1,1.0,0.0,100.0,Agent
cy6erskunk,1,1.0,0.0,100.0,Agent
BenGothard,365,361.0,4.0,98.9,Agent
JSuttHoops,77,77.0,0.0,100.0,Agent
ysanchezf,75,75.0,0.0,100.0,Agent
staggeredsix,90,88.0,2.0,97.78,Agent
clxm-orish,7,7.0,0.0,100.0,Agent
lucasclx,151,145.0,6.0,96.03,Agent
Zatoot89,5,5.0,0.0,100.0,Agent
Saifalhail,127,127.0,0.0,100.0,Agent
satanicway,298,285.0,13.0,95.64,Agent
shinertx,202,195.0,7.0,96.53,Agent
yousongsun,18,18.0,0.0,100.0,Agent
Halilmehmet,10,10.0,0.0,100.0,Agent
mloubout,31,30.0,1.0,96.77,Agent
vrushankportkey,12,11.0,1.0,91.67,Agent
theviderlab,213,213.0,0.0,100.0,Agent
wowjinxy,62,60.0,2.0,96.77,Agent
AT-KB,167,164.0,3.0,98.2,Agent
Aaron-rpre,2,2.0,0.0,100.0,Agent
x-CK-x,123,121.0,2.0,98.37,Agent
hirokinko,19,19.0,0.0,100.0,Agent
ranjanv353,16,16.0,0.0,100.0,Agent
alexanderher1324,56,53.0,3.0,94.64,Agent
khamis1992,86,76.0,10.0,88.37,Agent
devwithdani,2,2.0,0.0,100.0,Agent
elelier,7,7.0,0.0,100.0,Agent
MetalGuru434,22,22.0,0.0,100.0,Agent
LonghornSneal,85,65.0,20.0,76.47,Agent
rburns124,30,30.0,0.0,100.0,Agent
Jessewhalen1992,147,140.0,7.0,95.24,Agent
Ensil-dev,83,83.0,0.0,100.0,Agent
Leandromoff,94,94.0,0.0,100.0,Agent
NazaMejia11,2,2.0,0.0,100.0,Agent
SykkoAtHome,6,6.0,0.0,100.0,Agent
Picklesasdf,3,3.0,0.0,100.0,Agent
eloiseboudon,103,92.0,11.0,89.32,Agent
navery-dev,16,15.0,1.0,93.75,Agent
adienstag91,5,5.0,0.0,100.0,Agent
mkanpa-git,253,253.0,0.0,100.0,Agent
Kmberry1989,20,19.0,1.0,95.0,Agent
smilefortina,3,3.0,0.0,100.0,Agent
uxtq-1,113,111.0,2.0,98.23,Agent
kirill-dorkin,8,8.0,0.0,100.0,Agent
turtleDev,7,6.0,1.0,85.71,Agent
dorindorin97,23,23.0,0.0,100.0,Agent
Csp-Ai,529,529.0,0.0,100.0,Agent
Oxeigns,367,367.0,0.0,100.0,Agent
m-a-r-o-u,66,66.0,0.0,100.0,Agent
gustavlan,86,81.0,5.0,94.19,Agent
fabianaguero,23,21.0,2.0,91.3,Agent
Dexter8000,77,77.0,0.0,100.0,Agent
ShHaWkK,136,120.0,16.0,88.24,Agent
Adyem,157,155.0,2.0,98.73,Agent
joshberk,10,10.0,0.0,100.0,Agent
muhammad-rukunuzzaman,3,3.0,0.0,100.0,Agent
VictorNain26,48,44.0,4.0,91.67,Agent
codew7,8,7.0,1.0,87.5,Agent
rachel-s123,67,67.0,0.0,100.0,Agent
Sambosis,48,48.0,0.0,100.0,Agent
Anderson-Barcellos,39,34.0,5.0,87.18,Agent
sdrasco,196,194.0,2.0,98.98,Agent
maryp0ppins,3,3.0,0.0,100.0,Agent
Prendergast0065,48,48.0,0.0,100.0,Agent
bg-git,93,92.0,1.0,98.92,Agent
piotr-gorczynski,122,122.0,0.0,100.0,Agent
ObservedObserver,104,96.0,8.0,92.31,Agent
jaystonez,15,13.0,2.0,86.67,Agent
RehaInce,2,2.0,0.0,100.0,Agent
agradecido,7,6.0,1.0,85.71,Agent
mula306,5,5.0,0.0,100.0,Agent
dorseg,17,17.0,0.0,100.0,Agent
Pakal72,76,76.0,0.0,100.0,Agent
cslowik,8,8.0,0.0,100.0,Agent
blduffie,3,3.0,0.0,100.0,Agent
navjot-nangia,6,1.0,5.0,16.67,Agent
mokkin,10,10.0,0.0,100.0,Agent
Bruno-Franz,30,29.0,1.0,96.67,Agent
NahuelPardo89,21,21.0,0.0,100.0,Agent
Xintong7EDU,24,23.0,1.0,95.83,Agent
SomeOrdinaryBro,10,10.0,0.0,100.0,Agent
snoopyeom,128,128.0,0.0,100.0,Agent
akashdbsf,5,4.0,1.0,80.0,Agent
SyntaxAsSpiral,154,153.0,1.0,99.35,Agent
jrwishart93,114,114.0,0.0,100.0,Agent
dksawyer7,112,112.0,0.0,100.0,Agent
boryzo,9,8.0,1.0,88.89,Agent
abdullahadel98,4,4.0,0.0,100.0,Agent
patco18,87,86.0,1.0,98.85,Agent
proydq,41,41.0,0.0,100.0,Agent
QG-informatique,77,53.0,24.0,68.83,Agent
MEC-EAGLE,17,0.0,17.0,0.0,Agent
alexdesander,1,1.0,0.0,100.0,Agent
BarryRodick,87,82.0,5.0,94.25,Agent
FrozenBrownBear,30,29.0,1.0,96.67,Agent
celalasc,170,166.0,4.0,97.65,Agent
irsyadkimi,41,40.0,1.0,97.56,Agent
navjack,7,6.0,1.0,85.71,Agent
kameleon1919,7,7.0,0.0,100.0,Agent
Torfer26,3,2.0,1.0,66.67,Agent
JeanPinto1992,13,9.0,4.0,69.23,Agent
mikey-heatgeek,40,37.0,3.0,92.5,Agent
mrz1836,29,29.0,0.0,100.0,Agent
kushal-10,2,1.0,1.0,50.0,Agent
nodadyoushutup,44,44.0,0.0,100.0,Agent
pahansen95,28,27.0,1.0,96.43,Agent
jnunne-hub,5,5.0,0.0,100.0,Agent
camgrimsec,1,1.0,0.0,100.0,Agent
AlexLin1234,8,8.0,0.0,100.0,Agent
cmorett,175,175.0,0.0,100.0,Agent
marcotulionasc,6,6.0,0.0,100.0,Agent
in-gain,16,16.0,0.0,100.0,Agent
belnik12,20,17.0,3.0,85.0,Agent
tavind,14,14.0,0.0,100.0,Agent
SaiRam-Peruri,2,2.0,0.0,100.0,Agent
ragazzoromano,6,6.0,0.0,100.0,Agent
rholmes777,6,4.0,2.0,66.67,Agent
kaitoyama,4,4.0,0.0,100.0,Agent
Paladin92,1,1.0,0.0,100.0,Agent
508284405,3,2.0,1.0,66.67,Agent
Sergej-Popov,30,29.0,1.0,96.67,Agent
costadev00,32,31.0,1.0,96.88,Agent
costasford,124,123.0,1.0,99.19,Agent
NRGGIT,17,16.0,1.0,94.12,Agent
abduld,5,0.0,5.0,0.0,Agent
xyhan-github,3,3.0,0.0,100.0,Agent
jameel0901,19,18.0,1.0,94.74,Agent
wverri,1,1.0,0.0,100.0,Agent
Makimaki1,24,21.0,3.0,87.5,Agent
personlin,6,6.0,0.0,100.0,Agent
samsonajulor,1,1.0,0.0,100.0,Agent
fxlainr,2,2.0,0.0,100.0,Agent
jey3dayo,10,3.0,7.0,30.0,Agent
ComradeGu459,15,15.0,0.0,100.0,Agent
marting555,22,19.0,3.0,86.36,Agent
snonux,86,79.0,7.0,91.86,Agent
GnarGnarHead,180,177.0,3.0,98.33,Agent
gfra54,8,8.0,0.0,100.0,Agent
rhodes7777,2,2.0,0.0,100.0,Agent
noam-alchemy,4,3.0,1.0,75.0,Agent
abdou-2000,4,3.0,1.0,75.0,Agent
wong-ziyi,14,14.0,0.0,100.0,Agent
NicolasRancruel,38,38.0,0.0,100.0,Agent
netrom-source,18,18.0,0.0,100.0,Agent
Serpenlog,4,3.0,1.0,75.0,Agent
amanish05,3,3.0,0.0,100.0,Agent
sara-hamza,2,2.0,0.0,100.0,Agent
GaetanAff,20,1.0,19.0,5.0,Agent
Yengner,2,2.0,0.0,100.0,Agent
SlavikBlxt4,2,2.0,0.0,100.0,Agent
musickevan1,4,3.0,1.0,75.0,Agent
juniorfontenele,2,2.0,0.0,100.0,Agent
aboys-cb,13,12.0,1.0,92.31,Agent
wesged,2,2.0,0.0,100.0,Agent
islegendary,6,6.0,0.0,100.0,Agent
enesbytmr,27,27.0,0.0,100.0,Agent
ValeriiSysoiev,21,20.0,1.0,95.24,Agent
RobertMischke,2,1.0,1.0,50.0,Agent
siewealix,9,9.0,0.0,100.0,Agent
Lochinvar-Camporal,19,18.0,1.0,94.74,Agent
Sevaed,1,1.0,0.0,100.0,Agent
thomas-alexandre-milvue,66,62.0,4.0,93.94,Agent
declanhuggins,8,7.0,1.0,87.5,Agent
SMANahian,8,8.0,0.0,100.0,Agent
liamadale,14,14.0,0.0,100.0,Agent
reversedfate,3,3.0,0.0,100.0,Agent
kyomind,7,7.0,0.0,100.0,Agent
kilianp07,1,0.0,1.0,0.0,Agent
Vadergit,19,14.0,5.0,73.68,Agent
Patricdb,68,68.0,0.0,100.0,Agent
chrisprideC9,1,1.0,0.0,100.0,Agent
Stanleykenneth,10,10.0,0.0,100.0,Agent
CS42org,2,2.0,0.0,100.0,Agent
mangiucugna,7,5.0,2.0,71.43,Agent
charz12344,1,1.0,0.0,100.0,Agent
MatheusGeambastiane,6,6.0,0.0,100.0,Agent
makingme,13,12.0,1.0,92.31,Agent
fardeenk8,1,1.0,0.0,100.0,Agent
krotus,6,6.0,0.0,100.0,Agent
danvoulez,22,19.0,3.0,86.36,Agent
Rodrigo-Motta,14,13.0,1.0,92.86,Agent
yantoblandar123,2,2.0,0.0,100.0,Agent
transphorm,54,35.0,19.0,64.81,Agent
KarimMostafa2012,3,3.0,0.0,100.0,Agent
viiewss,11,11.0,0.0,100.0,Agent
danteachqe,5,5.0,0.0,100.0,Agent
VictorEneias,6,6.0,0.0,100.0,Agent
hassantennn,67,66.0,1.0,98.51,Agent
mmasooda,4,4.0,0.0,100.0,Agent
hoosenmurad,1,0.0,1.0,0.0,Agent
iamanshulchauhan1,1,1.0,0.0,100.0,Agent
ndemarco,5,5.0,0.0,100.0,Agent
designarttdev,5,3.0,2.0,60.0,Agent
hidim,7,7.0,0.0,100.0,Agent
mebelekeziak,12,6.0,6.0,50.0,Agent
koadar,19,18.0,1.0,94.74,Agent
process-black,15,13.0,2.0,86.67,Agent
pyasmenko88,10,10.0,0.0,100.0,Agent
hamasyo222,7,7.0,0.0,100.0,Agent
hb3p8,27,27.0,0.0,100.0,Agent
asama0,5,5.0,0.0,100.0,Agent
jtiemann,4,4.0,0.0,100.0,Agent
Ludwig182,11,11.0,0.0,100.0,Agent
valcriss,97,96.0,1.0,98.97,Agent
kristo-godari,12,11.0,1.0,91.67,Agent
Toxap,2,2.0,0.0,100.0,Agent
Mo-101,11,11.0,0.0,100.0,Agent
IustusRenidet,23,22.0,1.0,95.65,Agent
kozlov-dmit,7,7.0,0.0,100.0,Agent
SandeepN97,12,10.0,2.0,83.33,Agent
ahmedshabana,1,0.0,1.0,0.0,Agent
yonxel,15,15.0,0.0,100.0,Agent
abhik-roy,2,2.0,0.0,100.0,Agent
edenlau,18,12.0,6.0,66.67,Agent
dsohonosom,3,3.0,0.0,100.0,Agent
Kenshu-Miura,11,11.0,0.0,100.0,Agent
Pratikeshsingh,56,56.0,0.0,100.0,Agent
tony84727,5,4.0,1.0,80.0,Agent
eodorfman111,20,20.0,0.0,100.0,Agent
ben-mansor,20,20.0,0.0,100.0,Agent
wwardha,11,11.0,0.0,100.0,Agent
jaxfry,10,6.0,4.0,60.0,Agent
mimes70,5,4.0,1.0,80.0,Agent
Starnight0402,10,10.0,0.0,100.0,Agent
EB200000,1,1.0,0.0,100.0,Agent
DKRANGEL,1,1.0,0.0,100.0,Agent
Shahnawaz-attar,5,5.0,0.0,100.0,Agent
urubass,26,26.0,0.0,100.0,Agent
joulei,3,0.0,3.0,0.0,Agent
MueidSamad,2,2.0,0.0,100.0,Agent
Skytheredhead,17,16.0,1.0,94.12,Agent
malik0,10,10.0,0.0,100.0,Agent
bobliboya,1,1.0,0.0,100.0,Agent
Wally0517,1,1.0,0.0,100.0,Agent
colinhacks,12,8.0,4.0,66.67,Agent
Dherixn,7,7.0,0.0,100.0,Agent
topicfun,15,15.0,0.0,100.0,Agent
xtrade1002,3,3.0,0.0,100.0,Agent
bnsdev1,5,5.0,0.0,100.0,Agent
arunkumar-av,1,1.0,0.0,100.0,Agent
KristianLowe,7,7.0,0.0,100.0,Agent
nakesreong,26,25.0,1.0,96.15,Agent
g3lson,4,4.0,0.0,100.0,Agent
kvpan,5,5.0,0.0,100.0,Agent
michaelachmann,5,5.0,0.0,100.0,Agent
lewis-morris,2,2.0,0.0,100.0,Agent
chennurivarun,6,6.0,0.0,100.0,Agent
stanchev-dev,6,6.0,0.0,100.0,Agent
optc-ranking,5,5.0,0.0,100.0,Agent
ziadnasif77,9,9.0,0.0,100.0,Agent
fantome3,6,6.0,0.0,100.0,Agent
Jhalaas,11,9.0,2.0,81.82,Agent
montjeffrey,8,7.0,1.0,87.5,Agent
neurachnid,17,17.0,0.0,100.0,Agent
Zeloux,6,3.0,3.0,50.0,Agent
msfgames,20,20.0,0.0,100.0,Agent
mycguo,4,4.0,0.0,100.0,Agent
radcactusmedia,10,10.0,0.0,100.0,Agent
BUsavsjo,9,7.0,2.0,77.78,Agent
olivermolina,1,1.0,0.0,100.0,Agent
pathcosmos,12,12.0,0.0,100.0,Agent
Zahed316,6,6.0,0.0,100.0,Agent
frinz-123,1,1.0,0.0,100.0,Agent
dcanbatman,2,2.0,0.0,100.0,Agent
danielr0815,8,5.0,3.0,62.5,Agent
marcio-reino,4,4.0,0.0,100.0,Agent
MastaP,6,3.0,3.0,50.0,Agent
XanderOlson,6,6.0,0.0,100.0,Agent
apexadmin1818,3,3.0,0.0,100.0,Agent
SvB966,8,8.0,0.0,100.0,Agent
Ripnrip,3,3.0,0.0,100.0,Agent
MRGPT974,1,1.0,0.0,100.0,Agent
pdeforge,4,2.0,2.0,50.0,Agent
rvdvyver,35,35.0,0.0,100.0,Agent
salmanmahmood199,2,2.0,0.0,100.0,Agent
spookjin,4,4.0,0.0,100.0,Agent
sanzuisann,43,43.0,0.0,100.0,Agent
WiczusWolf,22,22.0,0.0,100.0,Agent
kousukekikuchi1984,3,3.0,0.0,100.0,Agent
SebastianBorjas,5,1.0,4.0,20.0,Agent
murasaki-violet,2,2.0,0.0,100.0,Agent
CGDaveMac,1,1.0,0.0,100.0,Agent
LegeApp,4,3.0,1.0,75.0,Agent
awaliuddin,2,2.0,0.0,100.0,Agent
BaekSe,5,4.0,1.0,80.0,Agent
esp-dev,1,1.0,0.0,100.0,Agent
benjamintd,7,7.0,0.0,100.0,Agent
CarmineBD,12,11.0,1.0,91.67,Agent
SBryanK,4,4.0,0.0,100.0,Agent
MswTester,12,12.0,0.0,100.0,Agent
shadowwhiteorg,6,5.0,1.0,83.33,Agent
Orami,29,29.0,0.0,100.0,Agent
0xGuigui,1,1.0,0.0,100.0,Agent
jedavids,1,1.0,0.0,100.0,Agent
pizzetegl,18,18.0,0.0,100.0,Agent
egelon,5,5.0,0.0,100.0,Agent
dummyindex,3,3.0,0.0,100.0,Agent
moose-code,14,14.0,0.0,100.0,Agent
eghasemy,5,4.0,1.0,80.0,Agent
omarcarrascoo,10,9.0,1.0,90.0,Agent
gavinuhma,10,9.0,1.0,90.0,Agent
Glazyman,1,1.0,0.0,100.0,Agent
progesor,4,4.0,0.0,100.0,Agent
justinkay,14,11.0,3.0,78.57,Agent
dhrumilankola,1,1.0,0.0,100.0,Agent
elaverde,1,0.0,1.0,0.0,Agent
DatViseR,1,1.0,0.0,100.0,Agent
alexsrs,2,2.0,0.0,100.0,Agent
mederhoo-script,1,0.0,1.0,0.0,Agent
builder20th,7,7.0,0.0,100.0,Agent
BlueRoyal,6,6.0,0.0,100.0,Agent
Netoun,2,2.0,0.0,100.0,Agent
baback,4,4.0,0.0,100.0,Agent
VitorViel,3,3.0,0.0,100.0,Agent
Johan-Artman,2,0.0,2.0,0.0,Agent
sealmindset,8,8.0,0.0,100.0,Agent
Pon1147,2,2.0,0.0,100.0,Agent
MadHazz,9,9.0,0.0,100.0,Agent
vbarreiratt,1,1.0,0.0,100.0,Agent
cloviscoli,1,1.0,0.0,100.0,Agent
Sprtacus,6,6.0,0.0,100.0,Agent
yalpayelekon,5,5.0,0.0,100.0,Agent
zafarjkhan,1,1.0,0.0,100.0,Agent
1XC1XC,14,12.0,2.0,85.71,Agent
tanayclay,11,9.0,2.0,81.82,Agent
lmendes86,2,2.0,0.0,100.0,Agent
jjoc007,6,6.0,0.0,100.0,Agent
terrycox,4,1.0,3.0,25.0,Agent
3oD,9,9.0,0.0,100.0,Agent
rasulstorm,1,1.0,0.0,100.0,Agent
justkaran,6,6.0,0.0,100.0,Agent
juan-gonzales,9,9.0,0.0,100.0,Agent
JeanPaulvanderHam,1,1.0,0.0,100.0,Agent
louisblythe,23,23.0,0.0,100.0,Agent
yougotborked,6,6.0,0.0,100.0,Agent
igorkurochka,3,3.0,0.0,100.0,Agent
Jhayklaus,4,4.0,0.0,100.0,Agent
ChrisPirillo,8,8.0,0.0,100.0,Agent
tekercibasi,6,6.0,0.0,100.0,Agent
karlokarate,3,3.0,0.0,100.0,Agent
Siddheshmittra,5,5.0,0.0,100.0,Agent
andreasglashauser,2,2.0,0.0,100.0,Agent
wuesten-fuchs,3,3.0,0.0,100.0,Agent
fivetran-joemarkiewicz,2,0.0,2.0,0.0,Agent
kwikmn,2,2.0,0.0,100.0,Agent
chandralegend,21,21.0,0.0,100.0,Agent
talgo10,4,3.0,1.0,75.0,Agent
matsuo0603,2,0.0,2.0,0.0,Agent
muhddaimann,1,1.0,0.0,100.0,Agent
jefftronicdc,2,2.0,0.0,100.0,Agent
diego-roberto,18,17.0,1.0,94.44,Agent
hunterjsb,8,5.0,3.0,62.5,Agent
AzatJalilov,10,10.0,0.0,100.0,Agent
saysharastuff,3,3.0,0.0,100.0,Agent
Riley-Coyote,8,8.0,0.0,100.0,Agent
hieunyit,12,2.0,10.0,16.67,Agent
sulcasgediminas,2,2.0,0.0,100.0,Agent
Edgardbu,1,1.0,0.0,100.0,Agent
aldiaa2009,5,5.0,0.0,100.0,Agent
beowolx,3,0.0,3.0,0.0,Agent
unmasked213,3,3.0,0.0,100.0,Agent
secroot,2,2.0,0.0,100.0,Agent
fikesoft,1,1.0,0.0,100.0,Agent
BokutoZoldyk,12,12.0,0.0,100.0,Agent
monisB2B,10,10.0,0.0,100.0,Agent
zoom1781,2,2.0,0.0,100.0,Agent
bean1310,4,1.0,3.0,25.0,Agent
Fl4gell4nt,6,6.0,0.0,100.0,Agent
abutarameen,9,9.0,0.0,100.0,Agent
DonDavici,6,6.0,0.0,100.0,Agent
sergetoure,1,1.0,0.0,100.0,Agent
jpejman,1,1.0,0.0,100.0,Agent
sayginburak,1,1.0,0.0,100.0,Agent
nayhanAraujo,4,4.0,0.0,100.0,Agent
Niorlusx,5,5.0,0.0,100.0,Agent
rshiramss,6,5.0,1.0,83.33,Agent
jwhite-GUS,2,2.0,0.0,100.0,Agent
emmanuelsystems,1,1.0,0.0,100.0,Agent
dejay-vu,7,7.0,0.0,100.0,Agent
captainplanet9000,3,3.0,0.0,100.0,Agent
AchilleasFtq1,2,2.0,0.0,100.0,Agent
ferdhika31,2,2.0,0.0,100.0,Agent
jaschazittel89,4,3.0,1.0,75.0,Agent
lefebma,1,1.0,0.0,100.0,Agent
ykocaman,1,1.0,0.0,100.0,Agent
alexlitwinski,7,7.0,0.0,100.0,Agent
youngpaxo,2,1.0,1.0,50.0,Agent
pdgusta,8,6.0,2.0,75.0,Agent
Abhinav-ranish,4,3.0,1.0,75.0,Agent
aawwad172,1,1.0,0.0,100.0,Agent
OyasumiDev,2,2.0,0.0,100.0,Agent
igorgcampos,1,1.0,0.0,100.0,Agent
Lesultan93,12,12.0,0.0,100.0,Agent
yassine-elhamdaoui,1,1.0,0.0,100.0,Agent
yutsudo,1,1.0,0.0,100.0,Agent
kirilpopov,1,1.0,0.0,100.0,Agent
silviooosilva,8,4.0,4.0,50.0,Agent
Zinkelburger,1,0.0,1.0,0.0,Agent
AllTerrainDeveloper,7,7.0,0.0,100.0,Agent
karimaouaouda,5,5.0,0.0,100.0,Agent
FullByte,1,1.0,0.0,100.0,Agent
tiffjai,2,2.0,0.0,100.0,Agent
EdzonAG,7,7.0,0.0,100.0,Agent
holdenpage,1,1.0,0.0,100.0,Agent
Vermath,3,3.0,0.0,100.0,Agent
Sniv3lbe,4,4.0,0.0,100.0,Agent
rocksta,1,1.0,0.0,100.0,Agent
Sakirul21,1,1.0,0.0,100.0,Agent
Phantomias1403,5,1.0,4.0,20.0,Agent
scarolan,11,11.0,0.0,100.0,Agent
angry-kratos,1,1.0,0.0,100.0,Agent
Brad-Edwards,4,3.0,1.0,75.0,Agent
asherellis,8,8.0,0.0,100.0,Agent
darshan-pr,1,1.0,0.0,100.0,Agent
fernandofbamzn,15,15.0,0.0,100.0,Agent
SethCohen,1,1.0,0.0,100.0,Agent
joelprakash2003,4,4.0,0.0,100.0,Agent
RieraJ,1,1.0,0.0,100.0,Agent
erinthon,1,1.0,0.0,100.0,Agent
nikhil2108,1,1.0,0.0,100.0,Agent
vitaliiklim,10,10.0,0.0,100.0,Agent
Maxr0895,2,2.0,0.0,100.0,Agent
MoeThet20,4,3.0,1.0,75.0,Agent
rileyghee17,1,1.0,0.0,100.0,Agent
cjodon01,3,2.0,1.0,66.67,Agent
CJStandingwater,1,1.0,0.0,100.0,Agent
t-izuno,2,2.0,0.0,100.0,Agent
lescai,6,5.0,1.0,83.33,Agent
AlexBugeac,1,1.0,0.0,100.0,Agent
jg23bw,2,2.0,0.0,100.0,Agent
vko930,2,2.0,0.0,100.0,Agent
RakshithNM,8,8.0,0.0,100.0,Agent
haleemhawkins,1,1.0,0.0,100.0,Agent
RafaelPrumma,8,8.0,0.0,100.0,Agent
daniellata,1,0.0,1.0,0.0,Agent
mickzuelch,1,1.0,0.0,100.0,Agent
Aurelien-Dev,3,3.0,0.0,100.0,Agent
BromeRST,2,2.0,0.0,100.0,Agent
Sriram277,1,1.0,0.0,100.0,Agent
dipendra-sharma,6,6.0,0.0,100.0,Agent
jamesonl,2,2.0,0.0,100.0,Agent
MathysClaudel,1,0.0,1.0,0.0,Agent
JDBOYYYY,10,8.0,2.0,80.0,Agent
Git2Swarm,4,4.0,0.0,100.0,Agent
SamWise1987,2,2.0,0.0,100.0,Agent
Inigoarze,12,11.0,1.0,91.67,Agent
IdanAizikNissim,2,1.0,1.0,50.0,Agent
2chooman,13,13.0,0.0,100.0,Agent
Liboreiroduh,5,5.0,0.0,100.0,Agent
herbert256,2,2.0,0.0,100.0,Agent
viktor-nikolaev,4,4.0,0.0,100.0,Agent
Artem-Hordiienko,7,7.0,0.0,100.0,Agent
facturacionWeb,2,2.0,0.0,100.0,Agent
prajulaaditya007,1,1.0,0.0,100.0,Agent
codebydivine,5,4.0,1.0,80.0,Agent
swetha-ganapathy,2,2.0,0.0,100.0,Agent
DoubleN96,4,4.0,0.0,100.0,Agent
ardszsantos,1,1.0,0.0,100.0,Agent
MasumModi,4,4.0,0.0,100.0,Agent
stevenflyai,1,1.0,0.0,100.0,Agent
mphanhthalath,5,5.0,0.0,100.0,Agent
viitorguerra,4,4.0,0.0,100.0,Agent
polaris428,1,1.0,0.0,100.0,Agent
rishadsanian,11,11.0,0.0,100.0,Agent
pancho508,1,1.0,0.0,100.0,Agent
cihadaydemir,1,1.0,0.0,100.0,Agent
IvanEfim,1,1.0,0.0,100.0,Agent
sncooneydavis,4,3.0,1.0,75.0,Agent
shlomi98,1,1.0,0.0,100.0,Agent
rmcmillan34,5,5.0,0.0,100.0,Agent
Fenitek,1,1.0,0.0,100.0,Agent
chrisi51,7,6.0,1.0,85.71,Agent
